these.names	rep.num.plants.per.plot..nrow.simulated.data..	binomial.rvs.1	binomial.rvs.2	binomial.rvs.3	binomial.rvs.4	binomial.rvs.5	binomial.rvs.6	binomial.rvs.7	binomial.rvs.8	binomial.rvs.9	binomial.rvs.10	binomial.rvs.11	binomial.rvs.12	binomial.rvs.13	binomial.rvs.14	binomial.rvs.15	binomial.rvs.16	binomial.rvs.17	binomial.rvs.18	binomial.rvs.19	binomial.rvs.20	binomial.rvs.21	binomial.rvs.22	binomial.rvs.23	binomial.rvs.24	binomial.rvs.25	binomial.rvs.26	binomial.rvs.27	binomial.rvs.28	binomial.rvs.29	binomial.rvs.30	binomial.rvs.31	binomial.rvs.32	binomial.rvs.33	binomial.rvs.34	binomial.rvs.35	binomial.rvs.36	binomial.rvs.37	binomial.rvs.38	binomial.rvs.39	binomial.rvs.40	binomial.rvs.41	binomial.rvs.42	binomial.rvs.43	binomial.rvs.44	binomial.rvs.45	binomial.rvs.46	binomial.rvs.47	binomial.rvs.48	binomial.rvs.49	binomial.rvs.50	binomial.rvs.51	binomial.rvs.52	binomial.rvs.53	binomial.rvs.54	binomial.rvs.55	binomial.rvs.56	binomial.rvs.57	binomial.rvs.58	binomial.rvs.59	binomial.rvs.60	binomial.rvs.61	binomial.rvs.62	binomial.rvs.63	binomial.rvs.64	binomial.rvs.65	binomial.rvs.66	binomial.rvs.67	binomial.rvs.68	binomial.rvs.69	binomial.rvs.70	binomial.rvs.71	binomial.rvs.72	binomial.rvs.73	binomial.rvs.74	binomial.rvs.75	binomial.rvs.76	binomial.rvs.77	binomial.rvs.78	binomial.rvs.79	binomial.rvs.80	binomial.rvs.81	binomial.rvs.82	binomial.rvs.83	binomial.rvs.84	binomial.rvs.85	binomial.rvs.86	binomial.rvs.87	binomial.rvs.88	binomial.rvs.89	binomial.rvs.90	binomial.rvs.91	binomial.rvs.92	binomial.rvs.93	binomial.rvs.94	binomial.rvs.95	binomial.rvs.96	binomial.rvs.97	binomial.rvs.98	binomial.rvs.99	binomial.rvs.100
NC232	10	9	10	8	9	10	10	10	10	8	10	10	10	10	10	10	9	10	10	10	9	10	9	10	10	9	9	9	10	9	10	8	8	9	9	8	10	10	10	8	10	10	10	9	10	10	10	9	10	10	10	9	7	10	10	9	10	10	10	9	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10
NC236	10	8	6	6	9	7	7	8	9	7	8	8	7	7	5	8	8	6	7	7	9	5	8	5	8	5	4	10	9	7	3	7	6	9	7	9	9	6	8	7	8	8	9	10	9	8	9	9	6	8	7	8	7	7	7	4	5	7	5	8	7	7	8	7	8	8	6	8	8	7	8	7	8	6	5	7	8	9	7	5	4	8	7	5	7	9	5	8	7	7	9	8	7	8	5	5	9	7	8	7	8
NC238	10	9	10	10	10	9	10	9	9	10	10	9	10	10	8	9	10	10	9	8	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	9	10	8	10	10	7	9	10	10	10	10	9	8	10	10	10	8	10	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10
NC250	10	6	8	8	5	7	8	7	5	10	3	6	7	6	7	6	9	4	5	6	9	9	7	6	6	7	7	6	9	7	5	5	6	7	8	8	7	9	5	7	6	8	8	7	8	7	9	9	8	7	9	8	8	9	8	8	4	6	9	7	8	9	8	9	6	7	6	8	8	7	8	8	6	7	9	9	7	7	10	8	7	9	8	7	7	4	6	8	8	7	5	8	7	6	7	8	5	6	9	8	6
NC258	10	9	9	9	10	9	10	8	10	9	9	10	10	9	9	10	10	9	9	10	10	9	10	8	9	10	10	10	9	10	10	6	9	9	9	10	10	10	10	9	10	10	10	8	10	9	10	10	10	7	10	9	9	9	10	10	10	10	10	8	10	10	9	10	9	8	8	9	9	10	10	7	9	8	10	10	9	10	9	10	9	8	10	9	10	10	10	10	10	9	8	10	10	9	7	10	9	10	9	10	9
NC260	10	9	9	10	10	8	10	10	9	10	10	8	9	9	10	10	9	8	10	8	10	8	9	7	9	10	10	10	10	10	9	9	9	10	10	9	9	10	10	10	9	9	9	9	9	10	10	9	9	10	10	10	10	10	9	9	9	9	10	10	10	9	10	9	10	10	10	10	9	10	10	9	9	10	9	8	8	9	10	9	9	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10
NC262	10	10	10	9	9	9	10	10	9	10	10	10	9	6	9	10	10	9	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	8	10	9	10	9	10	10	10	10	7	10	10	8	8	8	9	9	10	10	10	8	10	9	10	10	8	10	10	10	9	9	10	10	8	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	8	10
NC264	10	9	10	8	10	9	10	10	10	9	10	9	10	10	9	9	9	10	9	10	8	8	9	9	8	10	10	10	8	10	10	10	9	10	10	10	9	10	10	10	9	7	10	10	9	10	10	10	9	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10
NC290A	10	10	10	9	10	10	9	9	9	10	8	10	8	10	8	8	10	10	9	7	10	9	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	9	9	8	8	9	8	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	9	8	7	10	9	8	10	10	8	10	9	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9
NC294	10	10	9	10	9	10	10	9	8	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	9	10	8	10	10	7	9	10	10	10	10	9	8	10	10	10	8	10	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10
NC296	10	7	5	6	6	9	4	5	6	9	9	7	6	6	7	7	6	9	7	5	5	6	7	8	8	7	9	5	7	6	8	8	7	8	7	9	9	8	7	9	8	8	9	8	8	4	6	9	7	8	9	8	9	6	7	6	8	8	7	8	8	6	7	9	9	7	7	10	8	7	9	8	7	7	4	6	8	8	7	5	8	7	6	7	8	5	6	9	8	6	9	9	9	8	9	8	9	6	9	7	9
NC296A	10	7	9	7	9	10	7	6	7	8	6	9	5	7	7	8	8	6	8	8	2	6	7	6	9	7	9	9	7	9	8	10	5	8	7	8	8	8	4	8	6	7	6	8	8	8	9	9	5	8	8	7	9	6	5	5	7	6	9	7	3	6	5	9	8	7	8	6	8	6	6	7	6	8	9	9	9	9	7	5	8	7	7	4	8	6	8	7	8	7	9	5	5	8	6	3	6	6	8	8	7
NC298	10	5	7	7	8	7	5	8	5	7	5	7	3	7	8	8	8	7	8	7	6	7	8	8	7	7	8	9	8	6	6	6	6	7	9	8	7	7	7	7	9	7	9	7	7	7	7	8	8	8	7	8	7	9	9	9	7	6	8	8	7	6	8	6	5	5	6	9	6	7	8	8	7	9	9	9	5	5	8	8	7	9	9	9	6	6	10	9	8	8	8	9	7	5	5	7	9	6	6	9	9
NC300	10	6	8	8	8	8	7	7	10	8	8	9	7	8	8	9	10	8	8	7	8	8	7	8	8	8	7	8	8	8	7	6	8	5	7	7	8	7	7	8	9	9	4	8	8	5	5	5	6	6	7	9	8	5	9	7	9	8	5	10	7	8	7	6	8	10	6	8	9	7	7	7	5	9	6	6	7	10	7	7	8	8	8	9	8	9	6	7	5	9	6	8	8	8	8	8	9	8	7	6	7
NC302	10	6	8	6	6	6	7	7	7	4	5	7	7	6	8	7	7	5	8	8	9	7	9	10	7	7	8	8	8	6	4	8	8	7	8	8	7	7	8	7	8	5	9	5	10	7	10	10	9	10	7	9	8	6	7	8	8	5	6	7	6	8	9	8	7	8	8	9	8	9	6	6	7	6	6	9	8	7	9	9	5	7	4	7	7	7	8	6	7	9	7	9	8	6	10	7	9	6	7	9	7
NC304	10	10	10	9	7	10	10	9	10	10	10	9	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10	10	10	10	10	9	10	10	10	10	10	8	10	9	9	10
NC306	10	10	9	9	8	10	10	9	7	10	9	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	9	9	8	8	9	8	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	9	8	7	10	9	8	10	10	8	10	9	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	9	10	9	10
NC310	10	10	9	10	10	9	9	10	10	10	10	10	9	10	10	9	10	8	10	10	7	9	10	10	10	10	9	8	10	10	10	8	10	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10
NC314	10	10	9	10	10	9	10	10	8	8	9	10	10	10	10	10	8	9	9	10	10	9	10	9	10	10	10	10	10	10	10	10	10	10	7	9	10	9	10	10	10	10	9	9	9	10	10	9	10	10	9	10	10	10	9	9	10	10	9	10	10	10	10	8	9	10	10	9	8	10	9	8	10	10	8	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	9	7	10	7	10	9
NC318	10	10	9	10	10	10	9	10	10	6	9	9	9	10	10	10	10	9	10	10	10	8	10	9	10	10	10	7	10	9	9	9	10	10	10	10	10	8	10	10	9	10	9	8	8	9	9	10	10	7	9	8	10	10	9	10	9	10	9	8	10	9	10	10	10	10	10	9	8	10	10	9	7	10	9	10	9	10	9	10	8	8	10	9	7	9	9	10	10	10	10	10	10	10	10	8	10	10	10	10	10
NC320	10	9	10	9	10	10	10	10	9	9	9	10	10	9	9	10	10	10	9	9	9	9	9	10	10	9	9	10	10	10	10	10	9	9	9	9	10	10	10	9	10	9	10	10	10	10	9	10	10	9	9	10	9	8	8	9	10	9	9	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10	10	10	9	8	8	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10
NC324	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	8	10	9	10	9	10	10	10	10	7	10	10	8	8	8	9	9	10	10	10	8	10	9	10	10	8	10	10	10	9	9	10	10	8	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	8	10	8	10	10	10	10	10	10	10	9	9	9	9	10	9	8	9	10	9	9	8	9	10
NC326	10	10	10	10	10	10	8	10	10	10	9	10	10	10	9	10	10	10	9	7	10	10	9	10	10	10	9	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10
NC328	10	10	7	8	9	10	9	10	10	10	10	10	10	10	10	9	10	9	10	9	9	9	8	8	9	8	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	9	8	7	10	9	8	10	10	8	10	9	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	9	10	9	10	9	10	9	9	9	8	9	8	10	8	10
NC33	10	10	7	8	9	10	8	10	10	7	9	10	10	10	10	9	8	10	10	10	8	10	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10
NC336	10	7	7	8	9	5	7	6	8	8	7	8	7	9	9	8	7	9	8	8	9	8	8	4	6	9	7	8	9	8	9	6	7	6	8	8	7	8	8	6	7	9	9	7	7	10	8	7	9	8	7	7	4	6	8	8	7	5	8	7	6	7	8	5	6	9	8	6	9	9	9	8	9	8	9	6	9	7	9	8	7	9	8	8	7	4	8	4	7	7	8	7	7	8	8	6	8	8	9	8	5
NC338	10	6	6	7	9	9	7	9	8	10	5	8	7	8	8	8	4	8	6	7	6	8	8	8	9	9	5	8	8	7	9	6	5	5	7	6	9	7	3	6	5	9	8	7	8	6	8	6	6	7	6	8	9	9	9	9	7	5	8	7	7	4	8	6	8	7	8	7	9	5	5	8	6	3	6	6	8	8	7	8	9	8	10	8	5	10	9	8	8	9	6	7	8	8	5	5	8	6	10	6	8
NC340	10	9	6	9	8	9	8	6	6	6	6	7	9	8	7	7	7	7	9	7	9	7	7	7	7	8	8	8	7	8	7	9	9	9	7	6	8	8	7	6	8	6	5	5	6	9	6	7	8	8	7	9	9	9	5	5	8	8	7	9	9	9	6	6	10	9	8	8	8	9	7	5	5	7	9	6	6	9	9	9	7	7	9	8	6	8	9	8	8	7	8	7	9	8	5	8	8	8	8	8	8
NC342	10	10	8	10	10	10	10	10	10	9	10	8	10	9	10	9	10	10	10	10	7	10	10	8	8	8	9	9	10	10	10	8	10	9	10	10	8	10	10	10	9	9	10	10	8	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	8	10	8	10	10	10	10	10	10	10	9	9	9	9	10	9	8	9	10	9	9	8	9	10	10	9	10	9	10	10	9	9	10	9	10
NC344	10	9	9	9	10	10	10	9	7	10	10	9	10	10	10	9	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10	10	10	10	10	9	10	10	10	10	10	8
NC346	10	7	9	6	6	8	7	8	7	7	7	4	5	7	5	8	7	7	8	7	8	8	6	8	8	7	8	7	8	6	5	7	8	9	7	5	4	8	7	5	7	9	5	8	7	7	9	8	7	8	5	5	9	7	8	7	8	7	8	9	8	9	7	7	7	7	6	7	6	6	9	8	7	8	8	7	8	6	9	6	9	7	7	7	5	6	5	8	5	9	6	9	7	8	5	6	8	9	8	6	10
NC348	10	8	9	6	6	5	8	8	8	5	8	8	6	8	10	8	8	5	8	7	8	7	6	8	7	9	9	10	6	8	6	5	5	10	8	8	5	9	7	9	8	9	8	8	8	6	7	7	7	8	6	8	4	9	6	4	8	6	8	7	7	6	8	7	10	8	6	8	10	10	7	6	7	6	5	6	6	7	8	9	3	10	7	8	8	7	5	8	9	8	8	8	5	7	8	8	7	5	6	7	8
NC350	10	10	8	9	10	10	10	10	10	10	10	10	7	9	10	9	10	10	10	10	9	9	9	10	10	9	10	10	9	10	10	10	9	9	10	10	9	10	10	10	10	8	9	10	10	9	8	10	9	8	10	10	8	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	9	7	10	7	10	9	10	9	9	10	10	9	10	10	10	10	8	10	8	9	10	9	10	10	8	10	9	10
NC352	10	9	9	6	8	4	8	6	7	6	8	8	8	9	9	5	8	8	7	9	6	5	5	7	6	9	7	3	6	5	9	8	7	8	6	8	6	6	7	6	8	9	9	9	9	7	5	8	7	7	4	8	6	8	7	8	7	9	5	5	8	6	3	6	6	8	8	7	8	9	8	10	8	5	10	9	8	8	9	6	7	8	8	5	5	8	6	10	6	8	6	7	7	7	6	7	6	7	10	10	5
NC354	10	10	10	9	9	10	10	10	10	10	9	9	9	9	10	10	10	9	10	9	10	10	10	10	9	10	10	9	9	10	9	8	8	9	10	9	9	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10	10	10	9	8	8	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	8	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	10
NC356	10	9	9	10	9	10	10	10	10	7	10	10	8	8	8	9	9	10	10	10	8	10	9	10	10	8	10	10	10	9	9	10	10	8	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	8	10	8	10	10	10	10	10	10	10	9	9	9	9	10	9	8	9	10	9	9	8	9	10	10	9	10	9	10	10	9	9	10	9	10	9	9	9	9	9	10	10	8	9	10	9
NC358	10	10	10	9	9	10	9	10	8	10	8	10	10	10	10	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10	10	10	10	10	9	10	10	10	10	10	8	10	9	9	10	9	10	9	10	10	10	9
NC360	10	10	9	9	10	9	10	10	9	10	10	9	10	10	9	10	10	10	9	8	9	10	10	9	8	7	10	9	8	10	10	8	10	9	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	9	10	9	10	9	10	9	9	9	8	9	8	10	8	10	8	10	10	10	8	9	10	10	10	9	10	9	10	10	7	9	10	9	9	9	8	9
NC362	10	6	8	7	8	8	5	8	7	8	7	6	8	7	9	9	10	6	8	6	5	5	10	8	8	5	9	7	9	8	9	8	8	8	6	7	7	7	8	6	8	4	9	6	4	8	6	8	7	7	6	8	7	10	8	6	8	10	10	7	6	7	6	5	6	6	7	8	9	3	10	7	8	8	7	5	8	9	8	8	8	5	7	8	8	7	5	6	7	8	4	7	7	6	7	10	7	7	8	8	7
NC364	10	7	6	9	7	8	9	8	9	6	7	6	8	8	7	8	8	6	7	9	9	7	7	10	8	7	9	8	7	7	4	6	8	8	7	5	8	7	6	7	8	5	6	9	8	6	9	9	9	8	9	8	9	6	9	7	9	8	7	9	8	8	7	4	8	4	7	7	8	7	7	8	8	6	8	8	9	8	5	8	5	6	8	6	8	9	5	8	6	9	4	8	9	6	3	5	8	7	5	8	5
NC366	10	7	8	7	5	8	8	7	9	6	5	5	7	6	9	7	3	6	5	9	8	7	8	6	8	6	6	7	6	8	9	9	9	9	7	5	8	7	7	4	8	6	8	7	8	7	9	5	5	8	6	3	6	6	8	8	7	8	9	8	10	8	5	10	9	8	8	9	6	7	8	8	5	5	8	6	10	6	8	6	7	7	7	6	7	6	7	10	10	5	6	5	6	5	5	6	6	8	4	7	6
NC368	10	10	10	8	10	10	9	10	9	10	10	10	10	9	10	10	9	9	10	9	8	8	9	10	9	9	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10	10	10	9	8	8	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	8	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	10	10	10	10	8	10	10	10	10	10	10	9
ND246	10	9	10	10	9	9	10	10	10	8	10	9	10	10	8	10	10	10	9	9	10	10	8	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	8	10	8	10	10	10	10	10	10	10	9	9	9	9	10	9	8	9	10	9	9	8	9	10	10	9	10	9	10	10	9	9	10	9	10	9	9	9	9	9	10	10	8	9	10	9	10	10	10	10	10	10	10	9	8	10	10
OH40B	10	9	10	9	10	10	10	10	10	9	9	10	10	8	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10	10	10	10	10	9	10	10	10	10	10	8	10	9	9	10	9	10	9	10	10	10	9	10	9	9	10	10	9	10	10	8	9	10
OH43	10	10	10	10	10	10	10	9	8	9	10	10	9	8	7	10	9	8	10	10	8	10	9	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	9	10	9	10	9	10	9	9	9	8	9	8	10	8	10	8	10	10	10	8	9	10	10	10	9	10	9	10	10	7	9	10	9	9	9	8	9	10	10	8	10	7	9	9	9	9	9	10
OH43E	10	10	10	9	10	10	9	10	9	8	8	10	10	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10	10	10	8	9	10	10	9	8	9	9	10	7	9	9	9	9	10	10	9	10	10	9	10	8	10	9	9	10	10	9	9	10	10
OH603	10	9	9	10	10	10	9	10	10	10	9	9	10	10	9	10	10	10	10	8	9	10	10	9	8	10	9	8	10	10	8	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	9	7	10	7	10	9	10	9	9	10	10	9	10	10	10	10	8	10	8	9	10	9	10	10	8	10	9	10	7	10	10	9	7	8	10	9	8	10	8	10	10	9	10	10	8	9	9	10	10	9
OH7B	10	10	9	10	10	7	9	8	10	10	9	10	9	10	9	8	10	9	10	10	10	10	10	9	8	10	10	9	7	10	9	10	9	10	9	10	8	8	10	9	7	9	9	10	10	10	10	10	10	10	10	8	10	10	10	10	10	9	9	10	10	8	8	10	9	10	9	10	9	10	9	9	9	10	9	10	10	10	8	9	8	9	8	8	9	9	10	7	9	9	10	10	9	10	10	10	9	6	9	10	10
OS420	10	10	10	10	10	9	9	10	9	8	8	9	10	9	9	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10	10	10	9	8	8	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	8	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	10	10	10	10	8	10	10	10	10	10	10	9	10	10	10	9	10	9	10	10	9	9	9
P39	10	8	10	7	7	7	7	4	5	7	5	8	7	7	8	7	8	8	6	8	8	7	8	7	8	6	5	7	8	9	7	5	4	8	7	5	7	9	5	8	7	7	9	8	7	8	5	5	9	7	8	7	8	7	8	9	8	9	7	7	7	7	6	7	6	6	9	8	7	8	8	7	8	6	9	6	9	7	7	7	5	6	5	8	5	9	6	9	7	8	5	6	8	9	8	6	10	7	7	8	4
PA762	10	9	9	10	10	10	10	9	9	10	10	8	10	10	9	9	10	8	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	8	10	8	10	10	10	10	10	10	10	9	9	9	9	10	9	8	9	10	9	9	8	9	10	10	9	10	9	10	10	9	9	10	9	10	9	9	9	9	9	10	10	8	9	10	9	10	10	10	10	10	10	10	9	8	10	10	9	9	9	10	8	10	8	10	8	8	10
PA875	10	10	9	9	10	9	10	10	10	9	10	10	10	10	10	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10	10	10	10	10	9	10	10	10	10	10	8	10	9	9	10	9	10	9	10	10	10	9	10	9	9	10	10	9	10	10	8	9	10	10	9	8	10	10	9	10	10	10	10	9
PA880	10	10	10	9	10	9	8	10	10	8	10	9	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	9	10	9	10	9	10	9	9	9	8	9	8	10	8	10	8	10	10	10	8	9	10	10	10	9	10	9	10	10	7	9	10	9	9	9	8	9	10	10	8	10	7	9	9	9	9	9	10	7	8	9	10	10	9	9	9	9	10	9
PA91	10	10	10	9	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10	10	10	8	9	10	10	9	8	9	9	10	7	9	9	9	9	10	10	9	10	10	9	10	8	10	9	9	10	10	9	9	10	10	9	9	10	10	9	10	8	9	10	10	10
R109B	10	10	9	10	10	8	10	10	9	10	10	10	10	8	10	9	10	10	9	10	10	10	10	10	9	10	9	8	8	10	10	10	8	10	9	10	10	10	10	10	10	9	9	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10	10	10	8	9	10	10	9	8	9	9	10	7	9	9	9
R168	10	10	10	10	10	10	10	10	8	9	10	10	9	8	10	9	8	10	10	8	9	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	9	7	10	7	10	9	10	9	9	10	10	9	10	10	10	10	8	10	8	9	10	9	10	10	8	10	9	10	7	10	10	9	7	8	10	9	8	10	8	10	10	9	10	10	8	9	9	10	10	9	8	10	8	10	8	9	7	9	10	10	10
R177	10	9	9	10	8	10	9	10	10	10	10	10	9	8	10	10	9	7	10	9	10	9	10	9	10	8	8	10	9	7	9	9	10	10	10	10	10	10	10	10	8	10	10	10	10	10	9	9	10	10	8	8	10	9	10	9	10	9	10	9	9	9	10	9	10	10	10	8	9	8	9	8	8	9	9	10	7	9	9	10	10	9	10	10	10	9	6	9	10	10	9	9	10	10	10	10	9	10	10	10	10
R229	10	9	9	9	10	10	9	10	10	10	8	8	10	10	9	10	10	10	9	9	10	10	10	10	10	10	9	8	8	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	10	8	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	10	10	10	10	8	10	10	10	10	10	10	9	10	10	10	9	10	9	10	10	9	9	9	10	9	10	8	8	9	9	8	10	10	10
R4	10	10	9	6	7	7	5	9	6	6	7	10	7	7	8	8	8	9	8	9	6	7	5	9	6	8	8	8	8	8	9	8	7	6	7	6	10	7	4	7	7	7	6	5	6	7	9	6	8	6	9	9	6	7	8	7	8	7	7	7	6	6	9	7	5	6	9	7	7	8	9	7	8	8	7	7	5	8	8	6	7	7	9	5	8	5	8	5	4	10	9	7	3	7	6	9	7	9	9	6	8
SA24	10	9	10	9	9	9	10	9	9	10	10	10	10	10	8	9	8	9	9	9	10	9	9	10	9	10	10	9	10	9	10	8	10	10	10	10	9	10	10	9	10	9	10	10	8	10	10	10	10	10	9	10	10	10	10	10	8	10	9	9	10	9	10	9	10	10	10	9	10	9	9	10	10	9	10	10	8	9	10	10	9	8	10	10	9	10	10	10	10	9	9	10	10	10	10	10	9	10	10	9	10
SC213R	10	9	10	10	9	10	8	8	10	9	10	9	10	9	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	10	10	9	10	9	10	9	10	9	9	9	8	9	8	10	8	10	8	10	10	10	8	9	10	10	10	9	10	9	10	10	7	9	10	9	9	9	8	9	10	10	8	10	7	9	9	9	9	9	10	7	8	9	10	10	9	9	9	9	10	9	10	10	8	8	9	10	10	10	10	10	8
SC357	10	7	10	10	9	10	9	10	7	10	9	7	10	9	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	8	9	9	9	10	10	7	10	9	10	10	10	8	10	10	10	10	10	8	9	10	10	9	8	9	9	10	7	9	9	9	9	10	10	9	10	10	9	10	8	10	9	9	10	10	9	9	10	10	9	9	10	10	9	10	8	9	10	10	10	9	10	10	6	9	9	9	10	10	10	10
